"","ensembl_transcript_id","external_gene_name","gene_biotype"
"25469","ENSMUST00000225777","Gm48399","lncRNA"
"25519","ENSMUST00000181911","Gm26827","lncRNA"
"25560","ENSMUST00000187731","Gm28526","lncRNA"
"25633","ENSMUST00000162828","Gm15894","lncRNA"
"25736","ENSMUST00000184912","Mir6993","miRNA"
"25737","ENSMUST00000150038","Gm10143","lncRNA"
"25758","ENSMUST00000220802","Gm40655","lncRNA"
"25824","ENSMUST00000205409","Gm44780","lncRNA"
"25853","ENSMUST00000083497","Mir186","miRNA"
"25925","ENSMUST00020183356","Gm54913","miRNA"
"25926","ENSMUST00000222121","Gm47357","lncRNA"
"25947","ENSMUST00000192162","Gm37622","lncRNA"
"25995","ENSMUST00000102469","Gm25986","miRNA"
"26126","ENSMUST00000217609","Gm47877","lncRNA"
"26128","ENSMUST00000207140","Gm44752","lncRNA"
"26137","ENSMUST00000184685","Mir7057","miRNA"
"26147","ENSMUST00000083496","Mir26a-2","miRNA"
"26148","ENSMUST00000102105","Mir546","miRNA"
"26209","ENSMUST00000185536","Gm28941","lncRNA"
"26232","ENSMUST00020182523","Gm54947","miRNA"
"26257","ENSMUST00000180617","A630072L19Rik","lncRNA"
"26264","ENSMUST00000116925","Mir1190","miRNA"
"26347","ENSMUST00000221310","Gm47904","lncRNA"
"26402","ENSMUST00000162958","Gm16350","lncRNA"
"26503","ENSMUST00000083678","Mir151","miRNA"
"26643","ENSMUST00020183786","Gm55197","miRNA"
"26644","ENSMUST00000132247","Gm13063","lncRNA"
"26646","ENSMUST00000094662","Gm10300","lncRNA"
"26751","ENSMUST00000194490","Gm37876","lncRNA"
"26761","ENSMUST00000232011","Gm49598","lncRNA"
"26762","ENSMUST00020182474","Gm54748","miRNA"
"26778","ENSMUST00000211080","Gm45408","lncRNA"
"26845","ENSMUST00000184821","Mir7052","miRNA"
"26938","ENSMUST00000228499","4930570B17Rik","lncRNA"
"27074","ENSMUST00000237404","Gm50211","lncRNA"
"27108","ENSMUST00000199177","Gm43625","lncRNA"
"27237","ENSMUST00000221474","Gm47925","lncRNA"
"27268","ENSMUST00000158589","Mir1931","miRNA"
"27279","ENSMUST00000226101","Gm48703","lncRNA"
"27288","ENSMUST00000155610","Gm15609","lncRNA"
"27293","ENSMUST00000205847","Gm44646","lncRNA"
"27370","ENSMUST00000192996","Gm38150","lncRNA"
"27384","ENSMUST00000162770","5330439A09Rik","lncRNA"
"27390","ENSMUST00000129158","Gm16346","lncRNA"
"27395","ENSMUST00000186428","Gm29453","lncRNA"
"27396","ENSMUST00000186817","Gm28323","lncRNA"
"27436","ENSMUST00020182019","Gm54943","miRNA"
"27479","ENSMUST00000235445","B020010K11Rik","lncRNA"
"27577","ENSMUST00000181546","5031415H12Rik","lncRNA"
"27602","ENSMUST00000227757","Gm49216","lncRNA"
"27664","ENSMUST00000116818","Mir1195","miRNA"
"27688","ENSMUST00000171007","D630036H23Rik","lncRNA"
"27734","ENSMUST00000183650","Mir7648","miRNA"
"27741","ENSMUST00000224745","Gm48708","lncRNA"
"27757","ENSMUST00000146222","Gm15342","lncRNA"
"27758","ENSMUST00020182891","Gm54761","miRNA"
"27763","ENSMUST00000201771","Mxd4os1","lncRNA"
"27807","ENSMUST00000238539","Gm10134","lncRNA"
"27808","ENSMUST00000074761","Gm10134","lncRNA"
"27810","ENSMUST00000233788","Gm49928","lncRNA"
"27865","ENSMUST00000204812","Gm3455","lncRNA"
"27905","ENSMUST00000223888","Gm48765","lncRNA"
"27959","ENSMUST00000140646","Gm15513","lncRNA"
"27960","ENSMUST00000201477","Gm42848","lncRNA"
"28138","ENSMUST00000200791","Gm43458","lncRNA"
"28146","ENSMUST00000142137","Gm11250","lncRNA"
"28221","ENSMUST00000213522","Gm47815","lncRNA"
"28240","ENSMUST00000131387","Gm15963","lncRNA"
"28249","ENSMUST00000184044","Mir7053","miRNA"
"28267","ENSMUST00000130734","Gm4409","lncRNA"
"28279","ENSMUST00000203511","Gm44129","lncRNA"
"28280","ENSMUST00000222665","Gm48617","lncRNA"
"28393","ENSMUST00000208302","Gm44751","lncRNA"
"28464","ENSMUST00000236930","Gm46620","lncRNA"
"28465","ENSMUST00000236517","Gm50350","lncRNA"
"28476","ENSMUST00000233591","Gm49907","lncRNA"
"28486","ENSMUST00000160954","Gm16339","lncRNA"
"28545","ENSMUST00000238064","Gm50311","lncRNA"
"28551","ENSMUST00000138744","Gm16725","lncRNA"
"28579","ENSMUST00020182250","Gm55262","miRNA"
"28680","ENSMUST00000175346","Mir3473d","miRNA"
"28741","ENSMUST00000176647","Gm20663","lncRNA"
"28873","ENSMUST00000224459","Gm48767","lncRNA"
"28889","ENSMUST00000195921","Gm43409","lncRNA"
"28913","ENSMUST00000236805","Gm38576","lncRNA"
"28928","ENSMUST00000208702","Gm45029","lncRNA"
"29091","ENSMUST00000065956","Gm5444","lncRNA"
"29128","ENSMUST00020182354","Gm55047","miRNA"
"29188","ENSMUST00000224753","Gm48155","lncRNA"
"29193","ENSMUST00000225970","2310067P03Rik","lncRNA"
"29208","ENSMUST00000236142","Gm50384","lncRNA"
"29209","ENSMUST00000231846","4930478L05Rik","lncRNA"
"29311","ENSMUST00000131733","Gm12981","lncRNA"
"29378","ENSMUST00000172178","A230065N10Rik","lncRNA"
"29452","ENSMUST00000158635","Mir1929","miRNA"
"29496","ENSMUST00000185516","Gm28177","lncRNA"
"29529","ENSMUST00000183668","Mir6359","miRNA"
"29558","ENSMUST00000168990","Gm17034","lncRNA"
"29643","ENSMUST00000231610","Gm41481","lncRNA"
"29685","ENSMUST00000217315","Gm47392","lncRNA"
"29718","ENSMUST00020181842","Gm55064","miRNA"
"29773","ENSMUST00000237124","Gm18280","lncRNA"
"29790","ENSMUST00000195048","Gm37571","lncRNA"
"29862","ENSMUST00000161407","Gm15641","lncRNA"
"30138","ENSMUST00020182009","Gm55094","miRNA"
"30139","ENSMUST00000185378","Gm29322","lncRNA"
"30144","ENSMUST00000181444","Peak1os","lncRNA"
"30148","ENSMUST00000235010","Gm50069","lncRNA"
"30238","ENSMUST00000122616","Mir1901","miRNA"
"30266","ENSMUST00000102378","Mir599","miRNA"
"30267","ENSMUST00000104698","Mir875","miRNA"
"30310","ENSMUST00020182929","Gm55079","miRNA"
"30468","ENSMUST00000103758","Mir582","miRNA"
"30469","ENSMUST00000122702","Mir1904","miRNA"
"30515","ENSMUST00000123949","Gm12264","lncRNA"
"30574","ENSMUST00000083673","Mir331","miRNA"
"30633","ENSMUST00000131370","Gm13381","lncRNA"
"30664","ENSMUST00000227302","Gm41293","lncRNA"
"30705","ENSMUST00000185150","Mir8097","miRNA"
"30814","ENSMUST00000205056","Gm44085","lncRNA"
"30916","ENSMUST00000213195","Gm47237","lncRNA"
"30929","ENSMUST00000207374","Gm44773","lncRNA"
"31095","ENSMUST00000212313","Gm36879","lncRNA"
"31145","ENSMUST00000231051","Gm41409","lncRNA"
"31254","ENSMUST00000207441","Gm44692","lncRNA"
"31448","ENSMUST00000164804","Gm17056","lncRNA"
"31487","ENSMUST00000211162","Gm45650","lncRNA"
"31545","ENSMUST00000219640","Gm47200","lncRNA"
"31623","ENSMUST00020183700","Gm54894","miRNA"
"31672","ENSMUST00000184071","Mir7211","miRNA"
"31718","ENSMUST00000157325","Mir1948","miRNA"
"31861","ENSMUST00000222671","Gm48653","lncRNA"
"31862","ENSMUST00000165676","Gm17024","lncRNA"
"31863","ENSMUST00000158746","Mir1938","miRNA"
"31945","ENSMUST00000198985","Mir6994","miRNA"
"31983","ENSMUST00000190004","Gm29295","lncRNA"
"32092","ENSMUST00000218201","Gm48689","lncRNA"
"32095","ENSMUST00000180729","Gm26543","lncRNA"
"32106","ENSMUST00000190466","Gm28505","lncRNA"
"32138","ENSMUST00000192571","Gm37855","lncRNA"
"32174","ENSMUST00000205418","Gm36696","lncRNA"
"32176","ENSMUST00000206991","Gm45715","lncRNA"
"32186","ENSMUST00000184608","Mir1957b","miRNA"
"32221","ENSMUST00000133476","Gm15857","lncRNA"
"32279","ENSMUST00020183628","Gm54922","miRNA"
"32291","ENSMUST00000205892","4933435G04Rik","lncRNA"
"32454","ENSMUST00000189204","Gm16833","lncRNA"
"32459","ENSMUST00000219395","Gm46189","lncRNA"
"32531","ENSMUST00000138832","Gm15384","lncRNA"
"32536","ENSMUST00000222463","Gm40663","lncRNA"
"32537","ENSMUST00000221816","Gm40663","lncRNA"
"32555","ENSMUST00000152648","Gm15063","lncRNA"
"32683","ENSMUST00000183596","Mir6353","miRNA"
"32708","ENSMUST00000196949","Gm43729","lncRNA"
"32891","ENSMUST00000125496","Gm15962","lncRNA"
"32892","ENSMUST00000124184","Gm15962","lncRNA"
"32954","ENSMUST00000198600","5830487J09Rik","lncRNA"
"33022","ENSMUST00000218446","Gm48521","lncRNA"
"33043","ENSMUST00000223784","Gm48802","lncRNA"
"33057","ENSMUST00000184470","Mir6371","miRNA"
"33169","ENSMUST00000224393","Gm48837","lncRNA"
"33186","ENSMUST00000236376","Gm50306","lncRNA"
"33433","ENSMUST00000220956","Gm47375","lncRNA"
"33438","ENSMUST00000221495","Gm47373","lncRNA"
"33482","ENSMUST00000221020","Gm47371","lncRNA"
"33542","ENSMUST00020183103","Gm55160","miRNA"
"33573","ENSMUST00000188909","3830432H09Rik","lncRNA"
"33626","ENSMUST00000219909","Gm47689","lncRNA"
"33672","ENSMUST00000183891","Mir7041","miRNA"
"33772","ENSMUST00000191751","Gm38143","lncRNA"
"33816","ENSMUST00000194573","Gm37850","lncRNA"
"33870","ENSMUST00020182582","Gm54985","miRNA"
"33888","ENSMUST00020181968","Gm54987","miRNA"
"33892","ENSMUST00000196847","Gm43813","lncRNA"
"33895","ENSMUST00000090779","Gm20634","lncRNA"
"33896","ENSMUST00020182038","Gm54988","miRNA"
"34155","ENSMUST00000234213","Gm49970","lncRNA"
"34210","ENSMUST00000186216","Gm29237","lncRNA"
"34313","ENSMUST00000224471","Gm31834","lncRNA"
"34339","ENSMUST00000127752","Gm13096","lncRNA"
"34346","ENSMUST00020183483","Gm54785","miRNA"
"34347","ENSMUST00000227616","Gm49172","lncRNA"
"34545","ENSMUST00000183910","Mir6951","miRNA"
"34546","ENSMUST00000228225","Gm49077","lncRNA"
"34684","ENSMUST00000224644","Gm47400","lncRNA"
"34711","ENSMUST00020183285","Gm54790","miRNA"
"34800","ENSMUST00000132069","Gm15859","lncRNA"
"34953","ENSMUST00000181126","Gm26673","lncRNA"
"35047","ENSMUST00000184935","Mir496b","miRNA"
"35146","ENSMUST00000184894","Mir7017","miRNA"
"35153","ENSMUST00020183780","Gm55633","miRNA"
"35231","ENSMUST00000104838","Mir291b","miRNA"
"35232","ENSMUST00000104841","Mir293","miRNA"
"35233","ENSMUST00000104710","Mir294","miRNA"
"35268","ENSMUST00000227235","Gm49519","lncRNA"
"35337","ENSMUST00020181734","Gm55027","miRNA"
"35339","ENSMUST00000198992","Gm42697","lncRNA"
"35404","ENSMUST00000183719","Mir6921","miRNA"
"35405","ENSMUST00000185099","Mir6922","miRNA"
"35418","ENSMUST00000181498","Gm16861","lncRNA"
"35551","ENSMUST00000145163","Gm13645","lncRNA"
"35600","ENSMUST00000146928","Gm15611","lncRNA"
"35634","ENSMUST00020181771","Gm55660","miRNA"
"35738","ENSMUST00000143732","F830208F22Rik","lncRNA"
"35828","ENSMUST00000228677","Gm48935","lncRNA"
"35850","ENSMUST00000181462","Gm26631","lncRNA"
"35851","ENSMUST00000180653","Platr31","lncRNA"
"35905","ENSMUST00000227525","Gm49289","lncRNA"
"35917","ENSMUST00000189441","9230112E08Rik","lncRNA"
"35934","ENSMUST00020183683","Gm55155","miRNA"
"36005","ENSMUST00000202533","Gm43635","lncRNA"
"36030","ENSMUST00000147378","Gm16291","lncRNA"
"36061","ENSMUST00020181930","Gm55031","miRNA"
"36174","ENSMUST00000175004","Mir5122","miRNA"
"36193","ENSMUST00000153600","Gm13402","lncRNA"
"36206","ENSMUST00000159309","9230117E06Rik","lncRNA"
"36208","ENSMUST00000185103","Mir8095","miRNA"
"36252","ENSMUST00000207292","Gm44864","lncRNA"
"36315","ENSMUST00000143638","Gm15346","lncRNA"
"36319","ENSMUST00000174918","Mir3100","miRNA"
"36387","ENSMUST00000202671","Gm43634","lncRNA"
"36467","ENSMUST00000191643","Gm37229","lncRNA"
"36475","ENSMUST00000192391","Gm20089","lncRNA"
"36481","ENSMUST00000132657","Gm15870","lncRNA"
"36574","ENSMUST00000134494","Gm12823","lncRNA"
"36586","ENSMUST00000178285","Mir935","miRNA"
"36614","ENSMUST00000138817","Gm12343","lncRNA"
"36695","ENSMUST00000224546","Gm48283","lncRNA"
"36769","ENSMUST00000174738","Gm20402","lncRNA"
"36823","ENSMUST00000175181","Mir5101","miRNA"
"36852","ENSMUST00000126240","Gm13613","lncRNA"
"36934","ENSMUST00000129408","Gm16178","lncRNA"
"36943","ENSMUST00000196438","2010110G14Rik","lncRNA"
"36965","ENSMUST00000184791","Mir7036b","miRNA"
"36984","ENSMUST00000224744","Gm49223","lncRNA"
"36989","ENSMUST00000149373","Rapgef3os1","lncRNA"
"36990","ENSMUST00000124374","Rapgef3os2","lncRNA"
"37031","ENSMUST00000190938","Gm28198","lncRNA"
"37062","ENSMUST00000214890","Gm47535","lncRNA"
"37068","ENSMUST00000214014","Gm47557","lncRNA"
"37154","ENSMUST00000181558","Gm6225","lncRNA"
"37167","ENSMUST00000230210","Gm49455","lncRNA"
"37236","ENSMUST00000217127","Gm47403","lncRNA"
"37264","ENSMUST00000188654","1700001D01Rik","lncRNA"
"37272","ENSMUST00000161416","Gm16333","lncRNA"
"37297","ENSMUST00020181902","Gm55163","miRNA"
"37328","ENSMUST00000236822","Gm50431","lncRNA"
"37363","ENSMUST00000216728","Gm47326","lncRNA"
"37375","ENSMUST00000160544","Gm16117","lncRNA"
"37390","ENSMUST00000134649","Gm15655","lncRNA"
"37491","ENSMUST00000200375","9230114J08Rik","lncRNA"
"37676","ENSMUST00000202475","Gm42802","lncRNA"
"37678","ENSMUST00000183797","Mir7025","miRNA"
"37724","ENSMUST00000205083","Gm44190","lncRNA"
"37725","ENSMUST00000180586","Gm26770","lncRNA"
"37793","ENSMUST00000205198","1700003I16Rik","lncRNA"
"37820","ENSMUST00000234097","Gm50021","lncRNA"
"37822","ENSMUST00000236943","Gm50269","lncRNA"
"37877","ENSMUST00000168470","Gm17233","lncRNA"
"37896","ENSMUST00000184003","Mir6374","miRNA"
"37899","ENSMUST00000221031","Gm48825","lncRNA"
"37934","ENSMUST00000132485","Gm16206","lncRNA"
"37942","ENSMUST00000200408","Mir7227","miRNA"
"37991","ENSMUST00000180418","Gm26854","lncRNA"
"38032","ENSMUST00000147130","Gm14764","lncRNA"
"38034","ENSMUST00020182199","Gm55194","miRNA"
"38036","ENSMUST00000102166","Mir687","miRNA"
"38110","ENSMUST00000128545","2210411M09Rik","lncRNA"
"38118","ENSMUST00000183657","Mir7070","miRNA"
"38139","ENSMUST00000128327","Gm10706","lncRNA"
"38156","ENSMUST00000227040","Gm49271","lncRNA"
"38269","ENSMUST00020182405","Gm55492","miRNA"
"38274","ENSMUST00000165911","Gm17218","lncRNA"
"38313","ENSMUST00000185486","Gm28875","lncRNA"
"38398","ENSMUST00000201216","Gm42560","lncRNA"
"38475","ENSMUST00000222271","Gm47648","lncRNA"
"38491","ENSMUST00000198802","Mir3069","miRNA"
"38646","ENSMUST00000237264","Gm41555","lncRNA"
"38827","ENSMUST00000236668","Gm36693","lncRNA"
"38828","ENSMUST00000236562","Gm50339","lncRNA"
"38993","ENSMUST00000225044","A430090L17Rik","lncRNA"
"39009","ENSMUST00000170133","Gm17231","lncRNA"
"39110","ENSMUST00000168187","Gm17036","lncRNA"
"39111","ENSMUST00000209823","Gm42031","lncRNA"
"39129","ENSMUST00000100807","Gm10392","lncRNA"
"39154","ENSMUST00000219034","Gm48226","lncRNA"
"39163","ENSMUST00000183658","Mir6995","miRNA"
"39187","ENSMUST00020183230","Gm55082","miRNA"
"39238","ENSMUST00000186159","Gm28529","lncRNA"
"39240","ENSMUST00000122565","Mir1893","miRNA"
"39261","ENSMUST00000182109","Gm19557","lncRNA"
"39277","ENSMUST00000217210","Gm47214","lncRNA"
"39363","ENSMUST00000209882","Gm45459","lncRNA"
"39400","ENSMUST00000234996","Gm50081","lncRNA"
"39406","ENSMUST00000176586","Gm2350","lncRNA"
"39550","ENSMUST00000237007","Gm50358","lncRNA"
"39551","ENSMUST00000136557","Gm16068","lncRNA"
"39735","ENSMUST00000143429","Trp73os","lncRNA"
"39757","ENSMUST00000237423","Gm50130","lncRNA"
"39758","ENSMUST00020182125","Gm55336","miRNA"
"39774","ENSMUST00000222959","Gm47578","lncRNA"
"39796","ENSMUST00000183991","Mir7077","miRNA"
"39797","ENSMUST00000183794","Mir7078","miRNA"
"39838","ENSMUST00000147896","Gm12114","lncRNA"
"39876","ENSMUST00000161841","Gm7097","lncRNA"
"39879","ENSMUST00000219437","Gm47946","lncRNA"
"39963","ENSMUST00000234126","Gm9993","lncRNA"
"40005","ENSMUST00000190228","Gm29670","lncRNA"
"40052","ENSMUST00000101371","D130052B06Rik","lncRNA"
"40158","ENSMUST00000206057","Gm44759","lncRNA"
"40206","ENSMUST00000225610","Gm29680","lncRNA"
"40263","ENSMUST00000212267","Gm45721","lncRNA"
"40274","ENSMUST00000211881","Gm45720","lncRNA"
"40400","ENSMUST00000152863","Gm15392","lncRNA"
"40405","ENSMUST00020182666","Gm55360","miRNA"
"40424","ENSMUST00000218917","Gm48780","lncRNA"
"40445","ENSMUST00000083609","Mir330","miRNA"
"40516","ENSMUST00000151550","AA672651","lncRNA"
"40531","ENSMUST00000235909","Gm45352","lncRNA"
"40534","ENSMUST00000180848","Gm26629","lncRNA"
"40623","ENSMUST00000210776","Gm45518","lncRNA"
"40634","ENSMUST00000083560","Mir28a","miRNA"
"40669","ENSMUST00000205759","5330411O13Rik","lncRNA"
"40766","ENSMUST00000190367","Gm28884","lncRNA"
"40784","ENSMUST00020181685","Gm55541","miRNA"
"40802","ENSMUST00000103255","Mir762","miRNA"
"40810","ENSMUST00000199187","Gm43254","lncRNA"
"40881","ENSMUST00000211427","Gm45345","lncRNA"
"41042","ENSMUST00000226948","Gm19303","lncRNA"
"41098","ENSMUST00000184510","Mir6407","miRNA"
"41278","ENSMUST00000140669","Gm15356","lncRNA"
"41356","ENSMUST00000234569","Gm50034","lncRNA"
"41405","ENSMUST00000200096","Mir28c","miRNA"
"41493","ENSMUST00000153106","Gm16130","lncRNA"
"41494","ENSMUST00000225343","Gm10734","lncRNA"
"41571","ENSMUST00020183653","Gm55257","miRNA"
"41587","ENSMUST00000132076","Gm15656","lncRNA"
"41620","ENSMUST00000196770","Gm43024","lncRNA"
"41634","ENSMUST00000197309","Gm42717","lncRNA"
"41660","ENSMUST00000162306","Gm16262","lncRNA"
"41696","ENSMUST00000156293","BC018473","lncRNA"
"41702","ENSMUST00000123707","Gm16189","lncRNA"
"41725","ENSMUST00000196228","Gm43120","lncRNA"
"41850","ENSMUST00000138767","9530036M11Rik","lncRNA"
"41896","ENSMUST00000220154","Gm47879","lncRNA"
"41914","ENSMUST00000175549","Mir3572","miRNA"
"41959","ENSMUST00000145279","Spag17os","lncRNA"
"41961","ENSMUST00000186604","Gm28376","lncRNA"
"41996","ENSMUST00000220423","Gm47941","lncRNA"
"42144","ENSMUST00000157919","Mir1945","miRNA"
"42146","ENSMUST00000184567","Mir7673","miRNA"
"42203","ENSMUST00000159040","AU015336","lncRNA"
"42267","ENSMUST00000184834","Mir7681","miRNA"
"42336","ENSMUST00000218351","Gm47644","lncRNA"
"42361","ENSMUST00000162457","Gm15716","lncRNA"
"42362","ENSMUST00000189853","Gm28153","lncRNA"
"42389","ENSMUST00000124503","Lncucc1","lncRNA"
"42390","ENSMUST00000083658","Mir145a","miRNA"
"42391","ENSMUST00000083511","Mir143","miRNA"
"42394","ENSMUST00000244776","Gm56508","lncRNA"
"42410","ENSMUST00000184508","Mir7219","miRNA"
"42482","ENSMUST00000228551","Gm49257","lncRNA"
"42485","ENSMUST00000154314","Gm4279","lncRNA"
"42548","ENSMUST00000174993","Mir5100","miRNA"
"42554","ENSMUST00000149283","Gm13625","lncRNA"
"42691","ENSMUST00000143135","Gm15592","lncRNA"
"42704","ENSMUST00000174932","Mir3067","miRNA"
"42730","ENSMUST00000162051","Gm15628","lncRNA"
"42731","ENSMUST00000161819","Gm15629","lncRNA"
"42750","ENSMUST00000124182","Gm16217","lncRNA"
"42757","ENSMUST00000244803","Gm56504","lncRNA"
"42760","ENSMUST00020182527","Gm54923","miRNA"
"42763","ENSMUST00000234586","Gm50096","lncRNA"
"42780","ENSMUST00000221766","Gm47802","lncRNA"
"42783","ENSMUST00020182858","Gm55276","miRNA"
"42797","ENSMUST00000185173","Gm7467","lncRNA"
"42834","ENSMUST00000234374","Gm50023","lncRNA"
"42939","ENSMUST00000237254","Gm50254","lncRNA"
"43015","ENSMUST00000137958","Gm15594","lncRNA"
"43042","ENSMUST00000083462","Mir99b","miRNA"
"43071","ENSMUST00000221804","Gm47405","lncRNA"
"43086","ENSMUST00000222625","Gm47404","lncRNA"
"43091","ENSMUST00000221075","Gm47486","lncRNA"
"43162","ENSMUST00000130945","Gm12132","lncRNA"
"43163","ENSMUST00020182725","Gm55583","miRNA"
"43181","ENSMUST00000196236","Mir6516","miRNA"
"43231","ENSMUST00000148850","Arhgap26","lncRNA"
"43253","ENSMUST00000210796","Gm45515","lncRNA"
"43255","ENSMUST00000083545","Mir125a","miRNA"
"43292","ENSMUST00000131007","Gm16131","lncRNA"
"43303","ENSMUST00000197836","Gm43466","lncRNA"
"43306","ENSMUST00000199953","Gm42869","lncRNA"
"43307","ENSMUST00000200265","Gm43462","lncRNA"
"43309","ENSMUST00000195967","Gm43463","lncRNA"
"43342","ENSMUST00000219321","Gm48025","lncRNA"
"43343","ENSMUST00000218795","Gm47738","lncRNA"
"43347","ENSMUST00000083502","Mir342","miRNA"
"43472","ENSMUST00000133270","Gm16229","lncRNA"
"43579","ENSMUST00020182178","Gm55308","miRNA"
"43583","ENSMUST00000146644","Gm14827","lncRNA"
"43594","ENSMUST00000138406","Gm15721","lncRNA"
"43646","ENSMUST00000185303","Gm28370","lncRNA"
"43664","ENSMUST00000185190","Mir7649","miRNA"
"43666","ENSMUST00000102261","Mir695","miRNA"
"43704","ENSMUST00000236359","Gm50295","lncRNA"
"43710","ENSMUST00000128894","Gm15336","lncRNA"
"43718","ENSMUST00000083495","Mir345","miRNA"
"43787","ENSMUST00000165200","Gm17191","lncRNA"
"43788","ENSMUST00000153701","Gm15230","lncRNA"
"43905","ENSMUST00000221438","Gm49654","lncRNA"
"43981","ENSMUST00000221909","4930423D22Rik","lncRNA"
"44039","ENSMUST00000155822","Gm11413","lncRNA"
"44040","ENSMUST00000150690","Gm15239","lncRNA"
"44061","ENSMUST00020181683","Gm55162","miRNA"
"44148","ENSMUST00000184226","Mir7677","miRNA"
"44157","ENSMUST00020183607","Gm55299","miRNA"
"44229","ENSMUST00000218529","Gm34376","lncRNA"
"44278","ENSMUST00000204173","Gm44073","lncRNA"
"44282","ENSMUST00020182087","Gm55301","miRNA"
"44339","ENSMUST00000155032","A230004M16Rik","lncRNA"
"44493","ENSMUST00000219148","Gm47917","lncRNA"
"44521","ENSMUST00000180434","Gm26724","lncRNA"
"44529","ENSMUST00000144680","Gm16263","lncRNA"
"44566","ENSMUST00020181883","Gm55461","miRNA"
"44567","ENSMUST00000197651","Mir3535","miRNA"
"44710","ENSMUST00000224009","A630019I02Rik","lncRNA"
"44747","ENSMUST00000223212","Gm49749","lncRNA"
"44789","ENSMUST00000235679","Snhg4","lncRNA"
"44821","ENSMUST00000159738","Nckap5los","lncRNA"
"44850","ENSMUST00000174014","Gm20444","lncRNA"
"44953","ENSMUST00000127711","Gm16224","lncRNA"
"44990","ENSMUST00000199259","Mir1949","miRNA"
"44992","ENSMUST00020182368","Gm54508","miRNA"
"45068","ENSMUST00000183768","Mir7011","miRNA"
"45131","ENSMUST00000200367","Gm43465","lncRNA"
"45208","ENSMUST00000175356","Mir3097","miRNA"
"45209","ENSMUST00000202914","Gm43791","lncRNA"
"45223","ENSMUST00000184295","Mir6385","miRNA"
